"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2792.79/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x6c73711efe28a53dba2d23bc95e94207ab677344c1d99bcc612830f0f7cab55f","14167362","1644349414","2022-02-08 19:43:34","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x54231a5960b2872af26bb6d386ecf6fbb74d85c9","","0","0.0888","247.999752","0.009792975593009154","27.3497243064","3118.76","","","Mint",""
"0x6c5bd15aa09cb38df1e93ddfafd9226c9432a2cd15a2136fe73f8356555d27e9","14167363","1644349420","2022-02-08 19:43:40","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0xff063937523c4514179a4d9a6769694baab357a8","","0","0.7104","1983.998016","0.027946456241017776","78.048583525352","3118.76","","","Mint",""
"0x8f1453f1c7218a149e98c44d33d2b31c6e1022f9ec1516180e8b18c3607abaa5","14167366","1644349461","2022-02-08 19:44:21","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x665a297b7412e0d08af37fb7492dd0e7c438eeca","","0","0.0888","247.999752","0.010863014492896414","30.3381182456162","3118.76","","","Mint",""
"0xb35b4f06f11af2ee278ae9add37166afc184b0e51953132b192a8642aae8d9c9","14167366","1644349461","2022-02-08 19:44:21","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0xc2a0a6d2841338eb09164ae2536221daeb041fdb","","0","0.0888","247.999752","0.010864968588791954","30.3435756250923","3118.76","","","Mint",""
"0x9165de52c3ad7878b5617c7a8e2adb6ffb23c11b49e6565e00dbf3a6bba37ddf","14168278","1644361267","2022-02-08 23:01:07","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x63d48ed3f50aba950c17e37ca03356ccd6b6a280","","0","0","0","0.05353426935652377","149.509972116206","3118.76","","","Mint",""
"0xad6fbc63d2fde6757978f6be03576170e207af5a41757a5fef78c26a535b31f5","14173040","1644425179","2022-02-09 16:46:19","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x9e67be385ce0aba7f65f7b8b95a5a3fea7e26498","","0","0.2","558.558","0.002459265585231","6.86821233377728","3246.72","","","Transfer",""
"0x2f56b26263504f78b96a6a0e12f8073b16bf9c2a7d22af3f5d1cd9821a0729cf","14173040","1644425179","2022-02-09 16:46:19","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x63171dce75ef8db68a903349dde1d49eaeb1288b","","0","0.2","558.558","0.002459265585231","6.86821233377728","3246.72","","","Transfer",""
"0x405f19ee34e868f1bc9d0c3bf46de962194f8344815ff27b29624977bad1baad","14173042","1644425209","2022-02-09 16:46:49","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x1e00f17e3502381fde478dff4e2b996913972a38","","0","0.2","558.558","0.002686336716462","7.50237431836791","3246.72","","","Transfer",""
"0x0681c4b513591a1adf12eb819351e7141886df7dbdaf105983e1285d24a6e6b1","14173042","1644425209","2022-02-09 16:46:49","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x1e00f17e3502381fde478dff4e2b996913972a38","","0","0.2","558.558","0.002686336716462","7.50237431836791","3246.72","","","Transfer",""
"0x62d96e836a4c021ac2866b3623819adf20e72eec1f74bfb68f6004601890c783","14173042","1644425209","2022-02-09 16:46:49","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0xddd5e5d58fbe3a0573bc88c0fffe15a0ed8a632c","","0","0.2","558.558","0.002686336716462","7.50237431836791","3246.72","","","Transfer",""
"0x8475fc66491c7a37c54ab2095983d92a5854f29a269cf8aa87d2ac576556dc3e","14173042","1644425209","2022-02-09 16:46:49","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x6bf85b4100129f26f52ec8846956f4e0f7917b7f","","0","0.5","1396.395","0.002686336716462","7.50237431836791","3246.72","","","Transfer",""
"0x4b5444e06b148396a85deb904b507135a9575ec621751cd8e00d432d5a3c557a","14173043","1644425213","2022-02-09 16:46:53","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x71f573079f2a215a13e6e0d1e76de9dae60b0b64","","0","0.5","1396.395","0.002507693223189","7.00346055679001","3246.72","","","Transfer",""
"0xcb09be1292b68c117e62250ba73f4fbcc40f2da54ae81bc2f621fa0d06a91f29","14173044","1644425231","2022-02-09 16:47:11","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x47a40e65a286a27abe5ca80b90b9b2f3f26cdda4","","0","0.2","558.558","0.002685203354316","7.49920907590018","3246.72","","","Transfer",""
"0x1bb4f99336c354f97aa353f55308ebb155b33517643f1bc879f2882d8f85405a","14173046","1644425258","2022-02-09 16:47:38","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0xc742ab89787d4d752b3efd365fca57aa605890cb","","0","0.7","1954.953","0.002353937939619","6.57405433838855","3246.72","","","Transfer",""
"0xae46aafaa39f7a8a67d1c941427cf0e2ff12316533c67d13dbec7ee6d88f8b63","14173047","1644425261","2022-02-09 16:47:41","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x239121bf6583ca64150b28f22b0c416bbd1f5798","","0","0.7","1954.953","0.002377086399093","6.63870312452294","3246.72","","","Transfer",""
"0xe145cb587ac5ad0f9d6a22bd520179a84c2b13567dd92a5ca113bda35e2ac276","14173048","1644425275","2022-02-09 16:47:55","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","","0.7","0.7","1954.953","0.002396429583324","6.69272457601143","3246.72","","","Transfer",""
